"Signatura";"Cod.Estado";"Estado";"Cod. Categoria";"Categoria";"Nombre";"Cod. Provincia";"Provincia";"Cod. Municipio";"Municipio";"CP";"Direccion";"Cod. Tipo Via";"Tipo via";"Via";"Numero";"Email";"Web";"Cod. Modalidad";"Modalidad";"Núm. Parcelas";"Plazas Parcela";"Núm. Bungalows";"Plaza Bungalows";"Sup. Libre Acampada";"Plazas Libre Acampada";"Plazas";"Fecha Alta";"Fecha Baja";"Periodo";"Días Periodo";
"CV-CAM000077-CS";"A";"ALTA";"4e";"CUATRO ESTRELLAS";"CAMPING TORRE LA SAL";"12";"CASTELLÓ";"033";"CABANES";"12595";"AVENIDA CAMÍ LA L'ATALL, 19";"AV";"AVENIDA";"CAMÍ LA L'ATALL";"19";"info@campingtorrelasal.com";"http://www.campingtorrelasal.com";"C";"CAMPING";"166";"456";"14";"61"; ; ;"517";"22/11/2012"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV-CAM000075-CS";"A";"ALTA";"4e";"CUATRO ESTRELLAS";"CAMPING TORRE LA SAL MARIA";"12";"CASTELLÓ";"033";"CABANES";"12595";"CAMINO L ATALL, SN";"CM";"CAMINO";"L ATALL";"SN";"campingmaria@hotmail.es";"http://www.torrelasalmaria.com";"C";"CAMPING";"122";"306";"20";"93"; ;"0";"399";"11/11/2011"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV-CAM000061-CS";"A";"ALTA";"4e";"CUATRO ESTRELLAS";"RIBERAMAR";"12";"CASTELLÓ";"033";"CABANES";"12180";"AVENIDA LA RATLLA, 7";"AV";"AVENIDA";"LA RATLLA";"7";"info@campingriberamar.com";"http://www.campingriberamar.com";"C";"CAMPING";"237";"606";"35";"138";"0";"0";"744";"25/03/1993"; ;"02/03 - 30/09"; 
"CV C00022CS";"B";"BAJA";"1";"PRIMERA CATEGORÍA";"TORRE LA SAL";"12";"CASTELLÓ";"033";"CABANES";"12180";"PARTIDA TORRE LA SAL, S.N";"PD";"PARTIDA";"TORRE LA SAL";"S.N";"info@campingtorrelasal.com";"http://www.campingtorrelasal.com/"; ; ;"309";"927";"11";"33"; ; ;"960";"17/07/1973";"25/07/2007";"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV C00065CS";"B";"BAJA";"1";"PRIMERA CATEGORÍA";"TORSAL";"12";"CASTELLÓ";"033";"CABANES";"12598";"CAMINO L'ATALL, S/N";"CM";"CAMINO";"L'ATALL";"S/N"; ;"www.torrelasal2.com"; ; ;"42";"126";"7";"28"; ; ;"154";"18/06/1996";"11/10/2013";"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV-CAM000076-CS";"A";"ALTA";"3e";"TRES ESTRELLAS";"CAMPING ORANGERAIE";"12";"CASTELLÓ";"034";"CÀLIG";"12589";"CAMINO PEÑÍSCOLA-CÀLIG, S/N";"CM";"CAMINO";"PEÑÍSCOLA-CÀLIG";"S/N";"info@campingorangeraie.com";"https://www.campingorangeraie.com";"C";"CAMPING";"241";"261";"154";"692";"9512";"286";"1239";"27/02/2012"; ;"15/01 - 30/11";"De Lunes a Domingo"
"CV C00081CS";"B";"BAJA";"1e";"UNA ESTRELLA";"NOCHES DE CALIG";"12";"CASTELLÓ";"034";"CÀLIG";"12589";"PARTIDA BOBALAR, POLIGONO 15, PARCELA, 36";"PD";"PARTIDA";"BOBALAR, POLIGONO 15, PARCELA";"36";"info@nochesdecalig.com";"http://www.nochesdecalig.com";"C";"CAMPING";"21";"27";"12";"36";"0"; ;"9";"01/12/2021";"23/04/2022";"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV-CAM000058-CS";"A";"ALTA";"3e";"TRES ESTRELLAS";"TRES ESTRELLAS MEDITERRANEO";"12";"CASTELLÓ";"053";"CHILCHES/XILXES";"12592";"AVENIDA MARE NOSTRUM, S.S";"AV";"AVENIDA";"MARE NOSTRUM";"S.S";"info@3estrellasmediterraneo.com";"https://www.tresestrellascampings.com/mediterraneo-castellon-valencia/";"C";"CAMPING";"188";"366";"66";"268";"0";"0";"634";"22/04/1993"; ;"SIEMPRE ABIERTO"; 
"CV C00055CS";"B";"BAJA";"2";"SEGUNDA CATEGORÍA";"SIERRA ESPADAN";"12";"CASTELLÓ";"057";"ESLIDA";"12528";"CARRETERA ARTANA, S.N";"CR";"CARRETERA";"ARTANA";"S.N"; ; ; ; ;"42";"126"; ; ; ; ;"126";"23/01/1990";"18/01/2008";"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV-CAM000071-CS";"A";"ALTA";"4"; ;"CAMPING MONMAR";"12";"CASTELLÓ";"077";"MONCOFA";"12593";"CAMINO SERRATELLES, 95";"CM";"CAMINO";"SERRATELLES";"95";"info@campingmonmar.com";"http://www.campingmonmar.com";"C";"CAMPING";"167";"429";"24";"95";"0";"0";"524";"05/02/2001"; ;"SIEMPRE ABIERTO"; 
"CV-CAM000064-CS";"A";"ALTA";"4e";"CUATRO ESTRELLAS";"LOS NARANJOS";"12";"CASTELLÓ";"077";"MONCOFA";"12593";"CARRETERA N-340, KM. 4, CAMÍ CABRES S/N";"CR";"CARRETERA";"N-340, KM. 4, CAMÍ CABRES S/N"; ;"info@campinglosnaranjos.com";"https://www.campinglosnaranjos.com";"C";"CAMPING";"202";"312";"49";"219";"0";"0";"531";"05/07/1994"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV-CAM000067-CS";"A";"ALTA";"4e";"CUATRO ESTRELLAS";"ALTOMIRA";"12";"CASTELLÓ";"081";"NAVAJAS";"12470";"CARRETERA CV-213  NAVAJAS, KM. 1";"CR";"CARRETERA";"CV-213  NAVAJAS";"KM. 1";"reservas@campingaltomira.com";"http://www.campingaltomira.com";"C";"CAMPING";"112";"270";"22";"114";"2892";"121";"505";"25/06/1997"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV-CAM000060-CS";"A";"ALTA";"2";"SEGUNDA CATEGORÍA";"COSTA DE LEVANTE";"12";"CASTELLÓ";"082";"NULES";"12520";"CAMINO SARRATELLES, S/N";"CM";"CAMINO";"SARRATELLES";"S/N";"franroblessanchez.23@gmail.com";"http://www.campingcostadelevante.es";"C";"CAMPING";"121";"246";"39";"213";"1204";"73";"532";"01/06/1992"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV C00002CS";"B";"BAJA";"2";"SEGUNDA CATEGORÍA";"LAS HUERTAS";"12";"CASTELLÓ";"082";"NULES";"12520";"CAMINO SERRATELLA, S.N"; ; ;"CAMINO SERRATELLA";"S.N"; ; ; ; ;"11";"33";"5";"26";"115";"6";"65";"29/06/1968";"08/01/2002"; ; 
"CV C00054CS";"B";"BAJA";"2";"SEGUNDA CATEGORÍA";"ALONDRA";"12";"CASTELLÓ";"085";"ORPESA/OROPESA DEL MAR";"12594";"CARRETERA N-340-CAMÍ L'ATALL";"CR";"CARRETERA";"N-340-CAMÍ L'ATALL"; ; ; ; ; ;"102";"306"; ; ; ; ;"306";"11/08/1989";"28/02/2007";"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV C00016CS";"B";"BAJA";"1";"PRIMERA CATEGORÍA";"BLAVAMAR";"12";"CASTELLÓ";"085";"ORPESA/OROPESA DEL MAR";"12594";"CAMINO L'ATALL, S.N";"CM";"CAMINO";"L'ATALL";"S.N"; ; ; ; ;"146";"438"; ; ; ; ;"438";"04/01/1968";"13/03/2003";"01/01 - 31/08";"De Lunes a Domingo"
"CV C00070CS";"B";"BAJA";"2";"SEGUNDA CATEGORÍA";"CORTIJOMAR";"12";"CASTELLÓ";"085";"ORPESA/OROPESA DEL MAR";"12594";"PASEO  MEDITERRANEO-PLAYA MORRO DE GOS, 2";"PA";"PASEO";"MEDITERRANEO-PLAYA MORRO DE GOS";"2"; ; ; ; ;"118";"354"; ;"0";"0";"0";"354";"13/11/1998";"08/08/2008";"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV-CAM000048-CS";"A";"ALTA";"4e";"CUATRO ESTRELLAS";"DIDOTA";"12";"CASTELLÓ";"085";"ORPESA/OROPESA DEL MAR";"12594";"AVENIDA BARCELONA - VEREDEA DE LA DIDOTA, S/N";"AV";"AVENIDA";"BARCELONA - VEREDEA DE LA DIDOTA";"S/N";"info@campingdidota.es";"http://www.campingdidota.es";"C";"CAMPING";"133";"336";"21";"84"; ;"0";"420";"01/06/1987"; ;"01/04 - 30/09"; 
"CV C00047CS";"B";"BAJA";"2";"SEGUNDA CATEGORÍA";"ESTRELLA DE MAR";"12";"CASTELLÓ";"085";"ORPESA/OROPESA DEL MAR";"12594";"CAMINO L'ATALL-PARTIDA LES AMPLARIES, S.N";"CM";"CAMINO";"L'ATALL-PARTIDA LES AMPLARIES";"S.N"; ; ; ; ;"230";"690";"8";"40";"378";"18";"748";"08/07/1991";"22/05/2008";"15/03 - 31/10";"De Lunes a Domingo"
"CV C00057CS";"B";"BAJA";"2";"SEGUNDA CATEGORÍA";"FREDYMAR";"12";"CASTELLÓ";"085";"ORPESA/OROPESA DEL MAR";"12594";"CAMINO L.ATALL, S/N";"CM";"CAMINO";"L.ATALL";"S/N"; ; ; ; ;"156";"489"; ; ;"500";"21";"510";"24/05/1993";"22/05/2008";"15/02 - 16/12";"De Lunes a Domingo"
"CV-CAM000045-CS";"A";"ALTA";"3e";"TRES ESTRELLAS";"KIVU";"12";"CASTELLÓ";"085";"ORPESA/OROPESA DEL MAR";"12594";"PARTIDA AMPLARIES, S.N";"PD";"PARTIDA";"AMPLARIES";"S.N"; ; ;"C";"CAMPING";"96";"258";"10";"17"; ; ;"275";"25/04/1986"; ;"SIEMPRE ABIERTO"; 
"CV C00011CS";"B";"BAJA";"2";"SEGUNDA CATEGORÍA";"LOS ALMENDROS";"12";"CASTELLÓ";"085";"ORPESA/OROPESA DEL MAR";"12594";"CARRETERA N-340, KM. 87,2";"CR";"CARRETERA";"N-340";"KM. 87,2"; ; ; ; ;"63";"189"; ; ;"661";"33";"222";"23/12/1972";"08/11/2001"; ;"De Lunes a Domingo"
"CV-CAM000059-CS";"A";"ALTA";"4e";"CUATRO ESTRELLAS";"OASIS";"12";"CASTELLÓ";"085";"ORPESA/OROPESA DEL MAR";"12594";"CAMINO L'ATALL, S.N"; ; ;"CAMINO L'ATALL";"S.N";"oasis@camping-oropesa.com";"http://www.camping-oropesa.com";"C";"CAMPING";"230";"360";"110";"436"; ; ;"796";"07/10/1991"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV C00020CS";"B";"BAJA";"2";"SEGUNDA CATEGORÍA";"TORRE PAQUITA";"12";"CASTELLÓ";"085";"ORPESA/OROPESA DEL MAR";"12594";"AVENIDA COLUMBRETES, S.N";"AV";"AVENIDA";"COLUMBRETES";"S.N"; ; ; ; ;"107";"321"; ; ;"1041";"51";"372";"07/07/1967";"16/04/2003";"06/04 - 26/08";"De Lunes a Domingo"
"CV-CAM000032-CS";"A";"ALTA";"3e";"TRES ESTRELLAS";"VORAMAR";"12";"CASTELLÓ";"085";"ORPESA/OROPESA DEL MAR";"12594";"ANTONIO BOSQUE, S/N"; ; ;"ANTONIO BOSQUE";"S/N";"campingvoramar@hotmail.com";"http://www.campingvoramaroropesa.es";"C";"CAMPING";"121";"363";"0"; ; ; ;"363";"15/07/1983"; ; ; 
"CV C00008CS";"B";"BAJA";"1";"PRIMERA CATEGORÍA";"BELLAVISTA";"12";"CASTELLÓ";"089";"PEÑÍSCOLA/PENÍSCOLA";"12598";"PARTIDA LA COVA, S.N";"PD";"PARTIDA";"LA COVA";"S.N";"info@campingbellavista.net";"http://www.campingbellavista.net"; ; ;"163";"489";"32";"131";"916";"39";"659";"03/07/1968";"29/10/2009";"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV C00034CS";"B";"BAJA";"2";"SEGUNDA CATEGORÍA";"CACTUS";"12";"CASTELLÓ";"089";"PEÑÍSCOLA/PENÍSCOLA";"12598";"AVENIDA PAPA LUNA, 116";"AV";"AVENIDA";"PAPA LUNA";"116"; ; ; ; ;"49";"49"; ; ; ; ;"49";"16/09/1980";"19/12/2002";"15/06 - 30/09";"De Lunes a Domingo"
"CV C00035CS";"B";"BAJA";"1";"PRIMERA CATEGORÍA";"CARAVANA";"12";"CASTELLÓ";"089";"PEÑÍSCOLA/PENÍSCOLA";"12598";"AVENIDA DE LA ESTACIÓN, 47";"AV";"AVENIDA";"DE LA ESTACIÓN";"47"; ; ; ; ;"296";"870"; ; ;"3380";"125";"995";"16/09/1980";"13/10/2003";"01/07 - 31/08";"De Lunes a Domingo"
"CV-CAM000038-CS";"A";"ALTA";"3e";"TRES ESTRELLAS";"EL CID";"12";"CASTELLÓ";"089";"PEÑÍSCOLA/PENÍSCOLA";"12598";"AZAGADOR DE LA CRUZ, S.N"; ; ;"AZAGADOR DE LA CRUZ";"S.N";"info@campingelcid.com";"http://www.campingelcid.com";"C";"CAMPING";"154";"417";"15";"60";"1375";"0";"477";"17/11/1980"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV-CAM000050-CS";"A";"ALTA";"4e";"CUATRO ESTRELLAS";"EL EDEN";"12";"CASTELLÓ";"089";"PEÑÍSCOLA/PENÍSCOLA";"12598";"CARRETERA CS-501 BENICARLÓ-PEÑÍSCOLA, KM. 6";"CR";"CARRETERA";"CS-501 BENICARLÓ-PEÑÍSCOLA, KM. 6"; ;"juanvicent@camping-eden.com";"https://www.camping-eden.com";"C";"CAMPING";"277";"765";"22";"132";"0";"0";"897";"17/09/1990"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV-CAM000029-CS";"A";"ALTA";"3e";"TRES ESTRELLAS";"FERRER";"12";"CASTELLÓ";"089";"PEÑÍSCOLA/PENÍSCOLA";"12598";"AVENIDA LA ESTACION, 27";"AV";"AVENIDA";"LA ESTACION";"27";"campingferrer@campingferrer.com";"http://www.campingferrer.com/";"C";"CAMPING";"77";"195";"12";"60";"621";"39";"294";"25/09/1978"; ; ;"De Lunes a Domingo"
"CV-CAM000027-CS";"A";"ALTA";"3e";"TRES ESTRELLAS";"LA VOLTA";"12";"CASTELLÓ";"089";"PEÑÍSCOLA/PENÍSCOLA";"12598";"CARRETERA PEÑÍSCOLA-BENICARLÓ, KM. 3,6";"CR";"CARRETERA";"PEÑÍSCOLA-BENICARLÓ";"KM. 3,6";"info@campinglavolta.com";"http://www.campinglavolta.com";"C";"CAMPING";"118";"354";"0";"0";"0";"0";"354";"05/11/1976"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV-CAM000046-CS";"A";"ALTA";"4e";"CUATRO ESTRELLAS";"LOS PINOS";"12";"CASTELLÓ";"089";"PEÑÍSCOLA/PENÍSCOLA";"12598";"CAMINO ABELLERS, S.N";"CM";"CAMINO";"ABELLERS";"S.N";"campinglospinos@hotmail.com";"http://www.campinglospinos.com";"C";"CAMPING";"105";"231";"28";"84";"0";"0";"315";"16/10/1989"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV C00025CS";"B";"BAJA";"2";"SEGUNDA CATEGORÍA";"PEÑISCOLA";"12";"CASTELLÓ";"089";"PEÑÍSCOLA/PENÍSCOLA";"12598";"CARRETERA PEÑISCOLA-BENICARLÓ, KM. 3";"CR";"CARRETERA";"PEÑISCOLA-BENICARLÓ";"KM. 3"; ; ; ; ;"114";"342"; ; ;"1538";"75";"417";"15/07/1975";"09/03/2001"; ; 
"CV-CAM000037-CS";"A";"ALTA";"3e";"TRES ESTRELLAS";"SOL D'OR";"12";"CASTELLÓ";"089";"PEÑÍSCOLA/PENÍSCOLA";"12598";"AVENIDA ESTACIÓN, 139";"AV";"AVENIDA";"ESTACIÓN";"139";"info@campingsoldor.com";"http://www.campingsoldor.com";"C";"CAMPING";"197";"441";"50";"200";"3138";"134";"775";"17/11/1980"; ;"SIEMPRE ABIERTO"; 
"CV-CAM000072-CS";"A";"ALTA";"4e";"CUATRO ESTRELLAS";"SPA NATURA RESORT";"12";"CASTELLÓ";"089";"PEÑÍSCOLA/PENÍSCOLA";"12580";"PARTIDA VILLARROYOS, S/N";"PD";"PARTIDA";"VILLARROYOS";"S/N";"calidad.spanatura@gmail.com";"http://www.spanaturaresort.com";"C";"CAMPING";"0";"0";"0";"0";"0";"0";"486";"21/11/2002"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV-CAM000083-CS";"A";"ALTA";"1e";"UNA ESTRELLA";"STOP AND GO LA ROTONDA DE PEÑÍSCOLA";"12";"CASTELLÓ";"089";"PEÑÍSCOLA/PENÍSCOLA";"12598";"CARRETERA VIEJA PEÑISCOLA BENICARLÓ CV 140 POL. 5, PARC. 161";"CR";"CARRETERA";"VIEJA PEÑISCOLA BENICARLÓ CV 140 POL. 5";"PARC. 161";"stopandgolarotonda@gmail.com"; ;"C";"CAMPING";"18";"54";"0"; ;"341"; ;"54";"23/03/2023"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV-CAM000031-CS";"A";"ALTA";"3e";"TRES ESTRELLAS";"VIZMAR";"12";"CASTELLÓ";"089";"PEÑÍSCOLA/PENÍSCOLA";"12598";"CARRETERA PEÑÍSCOLA-BENICARLÓ, KM. 6,8";"CR";"CARRETERA";"PEÑÍSCOLA-BENICARLÓ";"KM. 6,8";"campingvizmar@hotmail.com";"http://campingvizmar.com";"C";"CAMPING";"139";"405";"4";"16"; ; ;"421";"03/06/1980"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV-CAM000073-CS";"A";"ALTA";"3e";"TRES ESTRELLAS";"LA TINENÇA-MOLI L'ABAD";"12";"CASTELLÓ";"093";"LA POBLA DE BENIFASSÀ";"12599";"CARRETERA POBLA BENIFASSÀ, KM 5";"CR";"CARRETERA";"POBLA BENIFASSÀ";"KM 5";"angel@moliabad.com";"http://www.moliabad.com";"C";"CAMPING";"68";"96";"36";"83";"880";"10";"189";"21/01/2003"; ;"SIEMPRE ABIERTO"; 
"CV-CAM000079-CS";"A";"ALTA";"3e";"TRES ESTRELLAS";"MAESTRAT PARK";"12";"CASTELLÓ";"099";"SANT JORDI/SAN JORGE";"12320";"CV 136 KM 1.5, SANT JORDI, CERVERA, 1.5"; ; ;"CV 136 KM 1.5, SANT JORDI, CERVERA, 1.5"; ;"info@maestratpark.es";"https://es.maestratpark.es";"C";"CAMPING";"107";"177";"48";"194"; ;"0";"371";"11/07/2017"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV C00082CS";"B";"BAJA";"1e";"UNA ESTRELLA";"TIERRA DE ARTE";"12";"CASTELLÓ";"099";"SANT JORDI/SAN JORGE";"12320";"CARRETERA CERVERA, KM 0.8";"CR";"CARRETERA";"CERVERA";"KM 0.8";"reservas@alojamientosingulares.es";"https://tierradearte.es";"C";"CAMPING";"8";"15";"3";"12"; ; ;"27";"15/11/2022";"05/04/2023";"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV-CAM000053-CS";"A";"ALTA";"4e";"CUATRO ESTRELLAS";"COMPLEJO SAN BLAS";"12";"CASTELLÓ";"104";"SEGORBE";"12400";"CALLE MONTE SAN BLAS, S.N";"C";"CALLE";"MONTE SAN BLAS";"S.N";"info@complejosanblas.com";"http://www.complejosanblas.com";"C";"CAMPING";"70";"201";"3";"12"; ; ;"213";"27/07/1989"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV-CAM000062-CS";"A";"ALTA";"1e";"UNA ESTRELLA";"ZIELO DE LEVANTE";"12";"CASTELLÓ";"111";"TÍRIG";"12179";"PARAJE LA VALLTORTA, PLÁ DE L'OM, S/N"; ; ;"PARAJE LA VALLTORTA, PLÁ DE L'OM, S/N"; ;"info@zielodelevante.com";"https://www.zielodelevante.com/es";"C";"CAMPING";"18";"18";"12";"32";"0";"0";"50";"14/05/1993"; ;"01/04 - 01/10";"De Lunes a Domingo"
"CV C00040CS";"B";"BAJA";"2";"SEGUNDA CATEGORÍA";"MON ROSSI";"12";"CASTELLÓ";"117";"TORREBLANCA";"12596";"PARTIDA POU DE BORRAS (C MON ROSSI), S.N";"PD";"PARTIDA";"POU DE BORRAS (C MON ROSSI)";"S.N"; ; ; ; ;"51";"153"; ; ; ;"36";"189";"15/09/1981";"30/11/2006";"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV-CAM000014-CS";"A";"ALTA";"3"; ;"TORRENOSTRA";"12";"CASTELLÓ";"117";"TORREBLANCA";"12596";"CARRETERA DEL MAR-PLAYA TORRENOSTRA, S.N";"CR";"CARRETERA";"DEL MAR-PLAYA TORRENOSTRA";"S.N";"campingtorrenostra@gmail.com";"http://www.campingtorrenostra.com";"C";"CAMPING";"311";"915";"6";"24";"0";"0";"939";"15/07/1970"; ;"01/01 - 31/12";"De Lunes a Domingo"
"CV-CAM000084-CS";"A";"ALTA";"1e";"UNA ESTRELLA";"CAMPER AREA VILAFAMES";"12";"CASTELLÓ";"128";"VILAFAMÉS";"12192";"CALLE REI EN JAUME I, 297";"C";"CALLE";"REI EN JAUME I";"297";"camperareavilafames@gmail.com";"http://www.camperaereavilafames.com";"C";"CAMPING";"20";"60";"0";"0";"0";"0";"60";"28/04/2023"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV-CAM000068-CS";"A";"ALTA";"3e";"TRES ESTRELLAS";"LLOSAR";"12";"CASTELLÓ";"129";"VILLAFRANCA DEL CID/VILAFRANCA";"12150";"CARRETERA VILLAFRANCA-TERUEL. PARTIDA VEGAS TEJERIA, KM. 0'7";"CR";"CARRETERA";"VILLAFRANCA-TERUEL. PARTIDA VEGAS TEJERIA";"KM. 0'7";"xavivila86@gmail.com"; ;"C";"CAMPING";"58";"174";"0";"0";"745";"30";"204";"14/07/1997"; ;"01/06 - 31/09";"De Lunes a Domingo"
"CV-CAM000043-CS";"A";"ALTA";"3e";"TRES ESTRELLAS";"CALA PUNTAL";"12";"CASTELLÓ";"138";"VINARÒS";"12500";"PARTIDA  LAS SALINAS, 41";"PD";"PARTIDA";"LAS SALINAS";"41";"aurea-alonso@hotmail.es"; ;"C";"CAMPING";"81";"225";"6";"32";"1000"; ;"249";"14/01/1983"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV C00052CS";"B";"BAJA";"1";"PRIMERA CATEGORÍA";"SOL DE RIU PLAYA";"12";"CASTELLÓ";"138";"VINARÒS";"12500";"CARRETERA NACIONAL 340, KM. 1054'6";"CR";"CARRETERA";"NACIONAL 340";"KM. 1054'6";"info@solderiuplaya.com";"http://www.solderiuplaya.com"; ; ;"254";"762";"0";"0";"0";"0";"762";"24/11/1989";"27/04/2005";"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV-CAM000074-CS";"A";"ALTA";"3e";"TRES ESTRELLAS";"VINARÒS";"12";"CASTELLÓ";"138";"VINARÒS";"12500";"CTRA. N-340, KM. 1054"; ; ;"CTRA. N-340, KM. 1054"; ;"info@campingvinaros.com";"http://www.campingvinaros.com";"C";"CAMPING";"181";"471";"24";"70";"0";"0";"541";"28/07/2004"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV C00069CS";"B";"BAJA";"2";"SEGUNDA CATEGORÍA";"VISTABELLA";"12";"CASTELLÓ";"139";"VISTABELLA DEL MAESTRAT";"12135";"CAMINO MOSQUERUELA, S/N";"CM";"CAMINO";"MOSQUERUELA";"S/N"; ; ; ; ;"82";"246";"3";"22";"0";"0";"268";"04/02/1998";"30/11/2007";"01/04 - 30/10";"De Lunes a Domingo"
"CV-CAM000041-CS";"A";"ALTA";"4e";"CUATRO ESTRELLAS";"VILLA DE VIVER";"12";"CASTELLÓ";"140";"VIVER";"12460";"CAMINO BENABAL (PARTIDA DE LAS QUINCHAS), S.N";"CM";"CAMINO";"BENABAL (PARTIDA DE LAS QUINCHAS)";"S.N";"info@campingvilladeviver.es";"http://www.campingvilladeviver.es";"C";"CAMPING";"62";"186";"0"; ;"280";"12";"198";"20/12/1981"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV-CAM000063-V";"A";"ALTA";"2e";"DOS ESTRELLAS";"NOMADIC VALENCIA CAMPING CAR";"46";"VALÈNCIA";"009";"ALBALAT DELS SORELLS";"46135";"CALLE PUIG DE SANTA MARÍA, 14";"C";"CALLE";"PUIG DE SANTA MARÍA";"14";"info@campingnomadic.com";"https://www.comunitatvalenciana.com/";"C";"CAMPING";"33";"99";"0"; ;"0"; ;"99";"02/11/2020"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV-CAM000060-V";"A";"ALTA";"1e";"UNA ESTRELLA";"CAMPER PARK KM ZERO";"46";"VALÈNCIA";"037";"L'ALQUERIA DE LA COMTESSA";"46715";"CALLE METGE PANELLA, 1";"C";"CALLE";"METGE PANELLA";"1";"kmzerocamperpark@gmail.com";"http://www.kmzerocamperpark.com";"C";"CAMPING";"28";"84";"0"; ; ; ;"84";"26/03/2015"; ;"01/09 - 30/06";"De Lunes a Domingo"
"CV C00057 V";"B";"BAJA";"2";"SEGUNDA CATEGORÍA";"CAMPER PARK KM ZERO";"46";"VALÈNCIA";"037";"L'ALQUERIA DE LA COMTESSA";"46715";"CALLE METGE PANELLA, 1";"C";"CALLE";"METGE PANELLA";"1";"info@kmzerocamperpark.com";"http://www.kmzerocamperpark.com";"C";"CAMPING";"18";"54";"0";"0";"597"; ;"54";"03/09/2014";"16/04/2015";"01/09 - 31/05";"De Lunes a Domingo"
"CV-CAM000048-V";"A";"ALTA";"3e";"TRES ESTRELLAS";"ALBUFERA DE ANNA";"46";"VALÈNCIA";"039";"ANNA";"46820";"PARAJE DEL LAGO DE ANNA, S/N"; ; ;"PARAJE DEL LAGO DE ANNA";"S/N"; ; ;"C";"CAMPING";"85";"255";"0"; ; ; ;"255";"25/08/1998"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV-CAM000051-V";"A";"ALTA";"3e";"TRES ESTRELLAS";"LA FALAGUERA";"46";"VALÈNCIA";"046";"BARX";"46758";"PARTIDA FALAGUERA PGO.4 PCLA 294, S/N";"PD";"PARTIDA";"FALAGUERA PGO.4 PCLA 294";"S/N";"info@campinglafalaguera.com";"http://www.campinglafalaguera.com";"C";"CAMPING";"73";"138";"27";"114";"0";"0";"244";"08/05/2002"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV-ARP000001-V";"B";"BAJA";"AP";"A PERNOCTA";"AREA DE CARAVANAS DE BENAGEBER";"46";"VALÈNCIA";"050";"BENAGÉBER";"46173";"PARTIDA PARCELA 19 POLIGONO 8, S/N";"PD";"PARTIDA";"PARCELA 19 POLIGONO 8";"S/N";"oficinas@benageber.es";"http://www.benageber.es";"A";"AREA PERNOCTA";"34"; ; ; ; ; ;"102";"14/06/2022";"07/10/2022";"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV-CAM000056-V";"A";"ALTA";"3e";"TRES ESTRELLAS";"VALENCIA CAMPER PARK";"46";"VALÈNCIA";"070";"BÉTERA";"46117";"CALLE UNIVERSO, S/N";"C";"CALLE";"UNIVERSO";"S/N";"valcampark@gmail.com";"http://www.valenciacamperpark.com";"C";"CAMPING";"40";"120";"0"; ; ; ;"120";"05/09/2013"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV-CAM000044-V";"A";"ALTA";"3e";"TRES ESTRELLAS";"MARIOLA";"46";"VALÈNCIA";"072";"BOCAIRENT";"46880";"CARRETERA BOCAIRENT-ALCOI, KM. 9";"CR";"CARRETERA";"BOCAIRENT-ALCOI";"KM. 9";"info@campingmariola.com";"http://www.campingmariola.com";"C";"CAMPING";"198";"510";"28";"112";"3421";"115";"737";"11/04/1994"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
