N de inscripcion;Nombre;Provincia;Municipio;CP;Dirección;Sitio web;Fecha alta;Referencia catastral;Código registral único;Rural;Superficie;Plazas totales;Estudio;Habitaciones dobles;Plazas dobles;Habitaciones individuales;Plazas individuales;Total dormitorios;Año_alta;Mes_alta
CV-VUT0468131-A;Vivienda 468131-A;ALICANTE/ALACANT;TORREVIEJA;03180;CL FRAY LUIS DE LEON, 14M, Es:4 Pl:01 Pt:82;;2018-06-11;5581201YH0058S0083KW;;N;61.0;4;N;2.0;4;0.0;0;2.0;2018;6
CV-VUT0471290-A;Vivienda 471290-A;ALICANTE/ALACANT;TORREVIEJA;03182;CL GASES LOS, 39, Es:1 Pl:00 Pt:06;;2018-10-22;4766901YH0046N0006AK;;N;52.0;4;N;2.0;4;0.0;0;2.0;2018;10
CV-VUT0471291-A;Vivienda 471291-A;ALICANTE/ALACANT;TORREVIEJA;03180;UR JARDIN DEL MAR XII, 1, Es:1 Pl:01 Pt:06;;2018-10-22;3281401YH0038S0020WK;;N;55.0;4;N;2.0;4;0.0;0;2.0;2018;10
CV-VUT0470628-A;Vivienda 470628-A;ALICANTE/ALACANT;TORREVIEJA;03183;AV ALFREDO NOBEL, 10A, Es:T Pl:OD Pt:OS;;2018-09-14;000101000YH00F0001MH;;N;66.0;4;N;2.0;4;0.0;0;2.0;2018;9
CV-VUT0470630-A;Vivienda 470630-A;ALICANTE/ALACANT;TORREVIEJA;03185;UR ALTOS LOS, 4, Es:F Pl:00 Pt:94;;2018-09-14;0235101YH0003N0078MW;;N;65.0;4;N;2.0;4;0.0;0;2.0;2018;9
CV-VUT0473835-A;Vivienda 473835-A;ALICANTE/ALACANT;TORREVIEJA;03182;CL GASES LOS, 6B, Es:1 Pl:03 Pt:04;;2019-02-13;4465617YH0046N0032FS;;N;50.0;4;N;2.0;4;0.0;0;2.0;2019;2
CV-VUT0473854-A;Vivienda 473854-A;ALICANTE/ALACANT;TORREVIEJA;03180;CL LOMA LA, 107, Es:2 Pl:07 Pt:03;;2019-02-13;5166801YH0056N0397EE;;N;27.0;2;S;0.0;0;0.0;0;0.0;2019;2
CV-VUT0474606-A;Vivienda 474606-A;ALICANTE/ALACANT;TORREVIEJA;03180;CL ITACA, 6, Es:E Pl:01 Pt:06;;2019-03-14;5392101YH0059S0109MK;;N;51.0;4;N;2.0;4;0.0;0;2.0;2019;3
CV-VUT0474947-A;Vivienda 474947-A;ALICANTE/ALACANT;TORREVIEJA;03182;AV HABANERAS DE LAS, 38B, Es:2 Pl:04 Pt:13;;2019-04-03;4563603YH0046S0249OJ;;N;79.0;4;N;2.0;4;0.0;0;2.0;2019;4
CV-VUT0475172-A;Vivienda 475172-A;ALICANTE/ALACANT;TORREVIEJA;03180;CL MAR MENOR, 23, Es:5 Pl:00 Pt:C;;2019-04-11;1848802YH0014N0045TX;;N;57.0;4;N;2.0;4;0.0;0;2.0;2019;4
CV-VUT0475193-A;Vivienda 475193-A;ALICANTE/ALACANT;TORREVIEJA;03180;CR TORREJON EL, 2C, Es:3 Pl:04 Pt:519;;2019-04-12;5991803YH0059S0074AD;;N;49.0;4;N;2.0;4;0.0;0;2.0;2019;4
CV-VUT0475197-A;Vivienda 475197-A;ALICANTE/ALACANT;TORREVIEJA;03180;CL SAN PASCUAL, 289, Es:1 Pl:01 Pt:12;;2019-04-12;4965807YH0046N0097SD;;N;37.0;5;N;2.0;4;1.0;1;3.0;2019;4
CV-VUT0475198-A;Vivienda 475198-A;ALICANTE/ALACANT;TORREVIEJA;03181;CL JOAQUIN CHAPAPRIETA, 138, Pl:02 Pt:09;;2019-04-12;3767517YH0036N0023MW;;N;99.0;2;N;1.0;2;0.0;0;1.0;2019;4
CV-VUT0468753-A;Vivienda 468753-A;ALICANTE/ALACANT;TORREVIEJA;03180;UR HONDO EL, 2A, Es:10 Pl:01 Pt:77;;2018-06-21;2181702YH0028S0077FP;;N;62.0;2;N;1.0;2;0.0;0;1.0;2018;6
CV-VUT0467592-A;Vivienda 467592-A;ALICANTE/ALACANT;TORREVIEJA;03180;CL MAYOR-MATA, 25, Es:2 Pl:04 Pt:A1;;2018-05-30;5915710YH0151N0050KJ;;N;85.0;6;N;3.0;6;0.0;0;3.0;2018;5
CV-VUT0468146-A;Vivienda 468146-A;ALICANTE/ALACANT;TORREVIEJA;03180;AV DIEGO RAMIREZ PASTOR, 239, Es:1 Pl:02 Pt:07;;2018-06-11;4666403YH0046N0057UI;;N;47.0;4;N;2.0;4;0.0;0;2.0;2018;6
CV-VUT0466945-A;Miramar;ALICANTE/ALACANT;TORREVIEJA;03188;CL BRISA DE LA, 14, Es:1 Pl:06 Pt:05;;2018-05-17;6490901YH0069S0070KD;;N;37.0;2;N;1.0;2;0.0;0;1.0;2018;5
CV-VUT0468903-A;Vivienda 468903-A;ALICANTE/ALACANT;TORREVIEJA;03183;CL MINERVA, 25, Es:8 Pl:SM Pt:83;;2018-06-26;5392105YH0059S0024LQ;;N;105.0;4;N;2.0;4;0.0;0;2.0;2018;6
CV-VUT0470649-A;Vivienda 470649-A;ALICANTE/ALACANT;TORREVIEJA;03180;CL RADIO MURCIA, 61, Es:1 Pl:02 Pt:I;;2018-09-14;4265608YH0046N0038TK;;N;49.0;4;N;2.0;4;0.0;0;2.0;2018;9
CV-VUT0470650-A;Vivienda 470650-A;ALICANTE/ALACANT;TORREVIEJA;03184;UR JARDIN DEL MAR V, 5, Bloque:3 Es:1 Pl:01 Pt:84;;2018-09-14;3284803YH0038S0169XS;;N;54.0;2;N;1.0;2;0.0;0;1.0;2018;9
CV-VUT0467805-A;Vivienda 467805-A;ALICANTE/ALACANT;TORREVIEJA;03180;UR CASA PEINAO II, 51M, Es:1 Pl:00 Pt:122;;2018-06-04;5282301YH0058S0122AI;;N;67.0;5;N;2.0;4;1.0;1;3.0;2018;6
CV-VUT0467810-A;Vivienda 467810-A;ALICANTE/ALACANT;TORREVIEJA;03181;UR SAN JOSE SECTOR 10, 16B, Es:16 Pl:00 Pt:169;;2018-06-04;3469801YH0036N0163YP;;N;75.0;4;N;2.0;4;0.0;0;2.0;2018;6
CV-VUT0474754-A;Vivienda 474754-A;ALICANTE/ALACANT;TORREVIEJA;03180;CL MAESTRO QUINO, 230, Es:1 Pl:00 Pt:25;;2019-03-26;1846301YH0014N0026XO;;N;104.0;6;N;3.0;6;0.0;0;3.0;2019;3
CV-VUT0477412-A;Vivienda 477412-A;ALICANTE/ALACANT;TORREVIEJA;03183;AV ALFREDO NOBEL, 185, Es:1 Pl:00 Pt:01;;2019-07-09;5880614YH0058S0002GF;;N;91.0;4;N;2.0;4;0.0;0;2.0;2019;7
CV-VUT0467603-A;Vivienda 467603-A;ALICANTE/ALACANT;TORREVIEJA;03180;AV HOLANDESES, 3, Pl:00 Pt:15;;2018-05-30;6010909YH0161S0075IW;;N;71.0;4;N;2.0;4;0.0;0;2.0;2018;5
CV-VUT0470136-A;Vivienda 470136-A;ALICANTE/ALACANT;TORREVIEJA;03180;AV INGLATERRA, 47, Es:D Pl:00 Pt:13;;2018-07-30;5907107YH0150N0035YF;;N;45.0;3;N;1.0;2;1.0;1;2.0;2018;7
CV-VUT0470137-A;;ALICANTE/ALACANT;TORREVIEJA;03185;UR CEÑUELA LA I, 10R, Bloque:8 Es:8 Pl:01 Pt:170;;2018-07-30;0529501YH0002N0025IH;;N;71.0;4;N;2.0;4;0.0;0;2.0;2018;7
CV-VUT0470138-A;Vivienda 470138-A;ALICANTE/ALACANT;TORREVIEJA;03180;CL JOAQUIN CHAPAPRIETA, 148, Es:2 Pl:01 Pt:38;;2018-07-30;3767516YH0036N0358EF;;N;70.0;4;N;2.0;4;0.0;0;2.0;2018;7
CV-VUT0469723-A;Vivienda 469723-A;ALICANTE/ALACANT;TORREVIEJA;03180;CL GOLETA, 17, Es:1 Pl:02 Pt:05;;2018-07-14;5063305YH0056S0018JH;;N;46.0;2;N;1.0;2;0.0;0;1.0;2018;7
CV-VUT0477321-A;Vivienda 477321-A;ALICANTE/ALACANT;TORREVIEJA;03183;CL MARCELINA, 46, Es:B Pl:02 Pt:19;;2019-07-08;4471604YH0047S0057RP;;N;33.0;2;N;1.0;2;0.0;0;1.0;2019;7
CV-VUT0477765-A;Vivienda 477765-A;ALICANTE/ALACANT;TORREVIEJA;03180;AV PURISIMA DE LA, 26, Es:1 Pl:-1 Pt:08;;2019-07-23;5161104YH0056S0040KY;;N;43.0;2;N;1.0;2;0.0;0;1.0;2019;7
CV-VUT0477770-A;Vivienda 477770-A;ALICANTE/ALACANT;TORREVIEJA;03188;CL DELFIN DEL-MATA, 3, Es:B Pl:01 Pt:D;;2019-07-23;5812404YH0151S0049BR;;N;83.0;2;N;1.0;2;0.0;0;1.0;2019;7
CV-VUT0472392-A;Vivienda 472392-A;ALICANTE/ALACANT;TORREVIEJA;03180;CL MURILLO, 3, Es:1 Pl:00 Pt:78;;2018-12-05;3699701YH0039N0078IQ;;N;36.0;2;N;1.0;2;0.0;0;1.0;2018;12
CV-VUT0475694-A;Vivienda 475694-A;ALICANTE/ALACANT;TORREVIEJA;03180;CL SAN LUIS, 21, Es:2 Pl:+1 Pt:H;;2019-05-08;3063506YH0036S0090PP;;N;71.0;5;N;2.0;4;1.0;1;3.0;2019;5
CV-VUT0476815-A;Vivienda 476815-A;ALICANTE/ALACANT;TORREVIEJA;03188;AV VIRGEN DEL CARMEN-MATA, 16, Es:B Pl:01 Pt:H;;2019-06-17;5814701YH0151S0153LI;;N;67.0;2;N;1.0;2;0.0;0;1.0;2019;6
CV-VUT0476864-A;Vivienda 476864-A;ALICANTE/ALACANT;TORREVIEJA;03182;AV PURISIMA DE LA, 41, Es:1 Pl:01 Pt:03;;2019-06-19;5061416YH0056S0003WR;;N;103.0;4;N;2.0;4;0.0;0;2.0;2019;6
CV-VUT0477002-A;Vivienda 477002-A;ALICANTE/ALACANT;TORREVIEJA;03180;CL ALMUDENA, 44, Pl:02 Pt:A;;2019-06-27;4564107YH0046S0021WS;;N;77.0;4;N;2.0;4;0.0;0;2.0;2019;6
CV-VUT0473991-A;Vivienda 473991-A;ALICANTE/ALACANT;TORREVIEJA;03182;CL BERGANTIN, 39, Es:1 Pl:03 Pt:A;;2019-02-20;4965810YH0046N0045ZX;;N;68.0;4;N;2.0;4;0.0;0;2.0;2019;2
CV-VUT0471891-A;Vivienda 471891-A;ALICANTE/ALACANT;TORREVIEJA;03184;CL ROSALIA DE CASTRO, 65, Es:T Pl:OD Pt:OS;;2018-11-15;2473405YH0027S0001JU;;N;199.0;6;N;3.0;6;0.0;0;3.0;2018;11
CV-VUT0469286-A;Vivienda 469286-A;ALICANTE/ALACANT;TORREVIEJA;03188;CL MIMOSAS, 2, Es:T Pl:OD Pt:OS;;2018-07-05;5897605YH0059N0001UX;2,20E+13;N;274.0;10;N;5.0;10;0.0;0;5.0;2018;7
CV-VUT0473796-A;Vivienda 473796-A;ALICANTE/ALACANT;TORREVIEJA;03186;AV ASUNCIO BAL, 6, Pl:00 Pt:02;;2019-02-12;0042305YH0004S0003EL;;N;261.0;8;N;4.0;8;0.0;0;4.0;2019;2
CV-VUT0473803-A;Vivienda 473803-A;ALICANTE/ALACANT;TORREVIEJA;03180;CL BELLA ANTONIA, 4, Es:1 Pl:04 Pt:13;;2019-02-12;4067202YH0046N0094XP;;N;48.0;2;N;1.0;2;0.0;0;1.0;2019;2
CV-VUT0473804-A;Vivienda 473804-A;ALICANTE/ALACANT;TORREVIEJA;03180;CL URBANO ARREGUI, 117, Es:6 Pl:01 Pt:H;;2019-02-12;1947301YH0014N0068EH;;N;56.0;4;N;2.0;4;0.0;0;2.0;2019;2
CV-VUT0475201-A;Vivienda 475201-A;ALICANTE/ALACANT;TORREVIEJA;03180;CL SAN POLICARPO, 85, Es:1 Pl:02 Pt:13K;;2019-04-12;3164506YH0036N0080MK;;N;70.0;4;N;2.0;4;0.0;0;2.0;2019;4
CV-VUT0475203-A;Vivienda 475203-A;ALICANTE/ALACANT;TORREVIEJA;03180;CO SAN ESTEBAN, 1W, Es:2 Pl:03 Pt:B;;2019-04-12;4162401YH0046S0043ZT;;N;85.0;6;N;3.0;6;0.0;0;3.0;2019;4
CV-VUT0475211-A;Vivienda 475211-A;ALICANTE/ALACANT;TORREVIEJA;03180;CL MAESTRO PARADA, 8, Es:1 Pl:08 Pt:D;;2019-04-12;5059401YH0055N0034DQ;;N;42.0;2;N;1.0;2;0.0;0;1.0;2019;4
CV-VUT0475212-A;Vivienda 475212-A;ALICANTE/ALACANT;TORREVIEJA;03180;CL ULISES, 4, Es:8 Pl:00 Pt:99;;2019-04-12;5697207YH0059N0053HD;;N;90.0;6;N;3.0;6;0.0;0;3.0;2019;4
CV-VUT0477381-A;Vivienda 477381-A;ALICANTE/ALACANT;TORREVIEJA;03182;CL LOMA LA, 96, Es:2 Pl:01 Pt:02;;2019-07-09;5165606YH0056N0011PQ;;N;62.0;4;N;2.0;4;0.0;0;2.0;2019;7
CV-VUT0477382-A;Vivienda 477382-A;ALICANTE/ALACANT;TORREVIEJA;03180;CL PEDRO LORCA, 128, Es:1 Pl:02 Pt:D;;2019-07-09;4861201YH0046S0012XY;;N;62.0;2;N;1.0;2;0.0;0;1.0;2019;7
CV-VUT0475856-A;Vivienda 475856-A;ALICANTE/ALACANT;TORREVIEJA;03180;CL BERGANTIN, 39, Es:1 Pl:00 Pt:A;;2019-05-15;4965810YH0046N0029AS;;N;84.0;4;N;2.0;4;0.0;0;2.0;2019;5
CV-VUT0473458-A;Vivienda 473458-A;ALICANTE/ALACANT;TORREVIEJA;03180;CL COMUNIDAD VALENCIANA, 3, Es:1 Pl:11 Pt:C;;2019-01-28;6487601YH0068N0105AH;;N;99.0;6;N;3.0;6;0.0;0;3.0;2019;1
CV-VUT0473459-A;Vivienda 473459-A;ALICANTE/ALACANT;TORREVIEJA;03188;CL BOGAVANTE, 5, Es:5 Pl:03 Pt:07;;2019-01-28;6491901YH0069S0141YL;;N;66.0;6;N;3.0;6;0.0;0;3.0;2019;1
CV-VUT0473247-A;Vivienda 473247-A;ALICANTE/ALACANT;TORREVIEJA;03188;AV SUIZA, 55, Es:4 Pl:02 Pt:14;;2019-01-18;5807105YH0150N0283SU;;N;72.0;6;N;3.0;6;0.0;0;3.0;2019;1
CV-VUT0472723-A;Vivienda 472723-A;ALICANTE/ALACANT;TORREVIEJA;03180;CL ITACA, 2, Es:E Pl:00 Pt:A;;2018-12-19;5392104YH0059S0272EJ;;N;72.0;5;N;2.0;4;1.0;1;3.0;2018;12
CV-VUT0474665-A;Vivienda 474665-A;ALICANTE/ALACANT;TORREVIEJA;03188;CR TORREJON EL, 12, Es:1 Pl:03 Pt:07;;2019-03-22;5892304YH0059S0093EE;;N;79.0;4;N;2.0;4;0.0;0;2.0;2019;3
CV-VUT0473207-A;Vivienda 473207-A;ALICANTE/ALACANT;TORREVIEJA;03182;CL GASES LOS, 24, Pl:+1 Pt:17;;2019-01-17;4765410YH0046N0180QW;;N;104.0;6;N;3.0;6;0.0;0;3.0;2019;1
CV-VUT0475405-A;Vivienda 475405-A;ALICANTE/ALACANT;TORREVIEJA;03180;CL RAMON GALLUD, 224, Es:1 Pl:01 Pt:08;;2019-04-26;5062402YH0056S0023FK;;N;34.0;2;N;1.0;2;0.0;0;1.0;2019;4
CV-VUT0475406-A;Vivienda 475406-A;ALICANTE/ALACANT;TORREVIEJA;03180;CL NUESTRA SRA DE MONSERRATE, 1, Es:1 Pl:01 Pt:H;;2019-04-26;4861106YH0046S0010GR;;N;73.0;2;N;1.0;2;0.0;0;1.0;2019;4
CV-VUT0475419-A;Vivienda 475419-A;ALICANTE/ALACANT;TORREVIEJA;03183;CL POLA DE SIERO, 13, Es:1 Pl:02 Pt:A;;2019-04-27;5468109YH0056N0007UM;;N;64.0;6;N;3.0;6;0.0;0;3.0;2019;4
CV-VUT0477752-A;Vivienda 477752-A;ALICANTE/ALACANT;TORREVIEJA;03182;CL CONCORDIA, 124, Es:1 Pl:02 Pt:09;;2019-07-23;4863103YH0046S0024OG;;N;79.0;4;N;2.0;4;0.0;0;2.0;2019;7
CV-VUT0476787-A;Vivienda 476787-A;ALICANTE/ALACANT;TORREVIEJA;03180;UR BARCAS LAS, 4A, Es:1 Pl:00 Pt:32;;2019-06-14;0930405YH0003S0032WX;;N;34.0;2;N;1.0;2;0.0;0;1.0;2019;6
CV-VUT0475821-A;Vivienda 475821-A;ALICANTE/ALACANT;TORREVIEJA;03180;AV MANCHA DE LA, 12M, Es:9 Pl:00 Pt:49;;2019-05-14;5784105YH0058S0026PO;;N;62.0;6;N;3.0;6;0.0;0;3.0;2019;5
CV-VUT0476779-A;Vivienda 476779-A;ALICANTE/ALACANT;TORREVIEJA;03184;UR HONDO EL, 2A, Es:4 Pl:00 Pt:29;;2019-06-14;2181702YH0028S0029RM;;N;82.0;2;N;1.0;2;0.0;0;1.0;2019;6
CV-VUT0473981-A;Vivienda 473981-A;ALICANTE/ALACANT;TORREVIEJA;03180;AV DOCTOR GREGORIO MARAÑON, 31, Es:1 Pl:05 Pt:G;;2019-02-20;2958816YH0025N0055DR;;N;105.0;4;N;2.0;4;0.0;0;2.0;2019;2
CV-VUT0475580-A;Vivienda 475580-A;ALICANTE/ALACANT;TORREVIEJA;03181;CL CABALLERO RODAS, 22, Es:1 Pl:06 Pt:A;;2019-05-06;3760402YH0036S0014IR;;N;84.0;6;N;3.0;6;0.0;0;3.0;2019;5
CV-VUT0475581-A;Vivienda 475581-A;ALICANTE/ALACANT;TORREVIEJA;03182;CL CABALLERO RODAS, 203, Es:1 Pl:02 Pt:E;;2019-05-06;4762414YH0046S0013LU;;N;79.0;8;N;4.0;8;0.0;0;4.0;2019;5
CV-VUT0477212-A;Vivienda 477212-A;ALICANTE/ALACANT;TORREVIEJA;03182;CL MORIONES, 39, Es:1 Pl:03 Pt:06;;2019-07-03;4162105YH0046S0044MY;;N;73.0;7;N;3.0;6;1.0;1;4.0;2019;7
CV-VUT0475516-A;Vivienda 475516-A;ALICANTE/ALACANT;TORREVIEJA;03185;CL BULLAS, 6, Es:2 Pl:00 Pt:17;;2019-04-30;0232501YH0003S0018TF;;N;74.0;2;N;1.0;2;0.0;0;1.0;2019;4
CV-VUT0475859-A;Vivienda 475859-A;ALICANTE/ALACANT;TORREVIEJA;03185;CL TXACOLINA, 106A, Es:4 Pl:01 Pt:106;;2019-05-15;0231701YH0003S0225KQ;;N;69.0;7;N;3.0;6;1.0;1;4.0;2019;5
CV-VUT0475860-A;Vivienda 475860-A;ALICANTE/ALACANT;TORREVIEJA;03182;CL MANUEL GALIAN (MANOLIN), 17, Es:1 Pl:02 Pt:R1;;2019-05-15;4867504YH0046N0032DS;;N;27.0;4;N;2.0;4;0.0;0;2.0;2019;5
CV-VUT0475861-A;Vivienda 475861-A;ALICANTE/ALACANT;TORREVIEJA;03181;CL SAN LUIS, 48, Bloque:1 Es:1 Pl:02 Pt:19;;2019-05-15;3363401YH0036S0022TO;;N;58.0;2;N;1.0;2;0.0;0;1.0;2019;5
CV-VUT0475304-A;Vivienda 475304-A;ALICANTE/ALACANT;TORREVIEJA;03185;CL MAR DE FONDO, 1, Es:2 Pl:04 Pt:A2;;2019-04-18;1622501YH0012S0077GL;;N;137.0;4;N;2.0;4;0.0;0;2.0;2019;4
CV-VUT0472064-A;Vivienda 472064-A;ALICANTE/ALACANT;TORREVIEJA;03180;CL VEGA BAJA DEL SEGURA, 10, Es:1 Pl:01 Pt:0D;;2018-11-20;2353701YH0025S0090HS;;N;63.0;4;N;2.0;4;0.0;0;2.0;2018;11
CV-VUT0472065-A;Vivienda 472065-A;ALICANTE/ALACANT;TORREVIEJA;03180;CL RHABINDRANATH TAGORE, 8, Es:9 Pl:01 Pt:12;;2018-11-20;5769501YH0056N0215SA;;N;72.0;2;N;1.0;2;0.0;0;1.0;2018;11
CV-VUT0472066-A;Vivienda 472066-A;ALICANTE/ALACANT;TORREVIEJA;03180;CL LOMA LA, 78, Es:2 Pl:01 Pt:07;;2018-11-20;4865807YH0046N0042EL;;N;63.0;4;N;2.0;4;0.0;0;2.0;2018;11
CV-VUT0472067-A;Vivienda 472067-A;ALICANTE/ALACANT;TORREVIEJA;03180;CL SAN JULIAN, 45, Es:1 Pl:02 Pt:03;;2018-11-20;3064902YH0036S0049GU;;N;58.0;2;N;1.0;2;0.0;0;1.0;2018;11
CV-VUT0472041-A;Vivienda 472041-A;ALICANTE/ALACANT;TORREVIEJA;03182;CL GASES LOS, 52, Es:1 Pl:05 Pt:25;;2018-11-20;5066702YH0056N0083LY;;N;88.0;2;N;1.0;2;0.0;0;1.0;2018;11
CV-VUT0472042-A;Vivienda 472042-A;ALICANTE/ALACANT;TORREVIEJA;03180;CL SAN PASCUAL, 247, Es:1 Pl:03 Pt:A;;2018-11-20;4464514YH0046S0006UE;;N;79.0;2;N;1.0;2;0.0;0;1.0;2018;11
CV-VUT0474099-A;Vivienda 474099-A;ALICANTE/ALACANT;TORREVIEJA;03185;CL VEGA BAJA DEL SEGURA, 8, Es:1 Pl:02 Pt:H4;;2019-02-26;2353702YH0025S0059YH;3,05E+12;N;51.0;4;N;2.0;4;0.0;0;2.0;2019;2
CV-VUT0476648-A;Vivienda 476648-A;ALICANTE/ALACANT;TORREVIEJA;03188;CL MIMOSAS, 4, Es:T Pl:OD Pt:OS;;2019-06-11;5897606YH0059N0001HX;;N;108.0;6;N;3.0;6;0.0;0;3.0;2019;6
CV-VUT0477025-A;Vivienda 477025-A;ALICANTE/ALACANT;TORREVIEJA;03180;AV BELGICA, 23, Es:B Pl:04 Pt:A8;;2019-06-28;5605908YH0150N0150RE;;N;48.0;4;N;2.0;4;0.0;0;2.0;2019;6
CV-VUT0472194-A;Vivienda 472194-A;ALICANTE/ALACANT;TORREVIEJA;03180;CL HUERTO, 29, Es:1 Pl:03 Pt:B;;2018-11-23;3162906YH0036S0011RQ;;N;58.0;6;N;3.0;6;0.0;0;3.0;2018;11
CV-VUT0472943-A;Vivienda 472943-A;ALICANTE/ALACANT;TORREVIEJA;03182;CL LOMA LA, 47, Bloque:1 Es:1 Pl:01 Pt:G;;2019-01-07;4465606YH0046N0040HJ;;N;44.0;4;N;2.0;4;0.0;0;2.0;2019;1
CV-VUT0474134-A;Vivienda 474134-A;ALICANTE/ALACANT;TORREVIEJA;03182;AV MARINEROS DE LOS, 1, Es:1 Pl:+1 Pt:F;;2019-02-27;4760901YH0046S0025JH;;N;78.0;6;N;3.0;6;0.0;0;3.0;2019;2
CV-VUT0478051-A;Vivienda 478051-A;ALICANTE/ALACANT;TORREVIEJA;03180;CL LOMA LA, 3, Es:1 Pl:03 Pt:03;;2019-08-05;4065811YH0046N0017FE;;N;55.0;2;N;1.0;2;0.0;0;1.0;2019;8
CV-VUT0475847-A;Vivienda 475847-A;ALICANTE/ALACANT;TORREVIEJA;03184;CL HUELMA, 2, Es:T Pl:OD Pt:OS;;2019-05-14;2005816YH0120N0001JM;;N;558.0;10;N;5.0;10;0.0;0;5.0;2019;5
CV-VUT0473920-A;Vivienda 473920-A;ALICANTE/ALACANT;TORREVIEJA;03182;AV DIEGO RAMIREZ PASTOR, 277, Es:1 Pl:00 Pt:02;;2019-02-15;5067205YH0056N0002BK;;N;56.0;4;N;2.0;4;0.0;0;2.0;2019;2
CV-VUT0473921-A;Vivienda 473921-A;ALICANTE/ALACANT;TORREVIEJA;03185;UR BARCAS LAS, 8, Es:1 Pl:00 Pt:04;;2019-02-15;1032801YH0013S0004SU;;N;76.0;6;N;3.0;6;0.0;0;3.0;2019;2
CV-VUT0473926-A;Vivienda 473926-A;ALICANTE/ALACANT;TORREVIEJA;03180;CL BENIEL, 180, Es:C Pl:01 Pt:35;;2019-02-15;2558101YH0025N0221TI;;N;60.0;6;N;3.0;6;0.0;0;3.0;2019;2
CV-VUT0473927-A;Vivienda 473927-A;ALICANTE/ALACANT;TORREVIEJA;03180;CL MAESTRO FRANCISCO CASANOV, 19, Es:7 Pl:01 Pt:04;;2019-02-15;4166301YH0046N0052BE;;N;53.0;4;N;2.0;4;0.0;0;2.0;2019;2
CV-VUT0474108-A;Vivienda 474108-A;ALICANTE/ALACANT;TORREVIEJA;03182;AV PURISIMA DE LA, 59, Pl:04 Pt:13;;2019-02-26;5162701YH0056S0062DX;;N;98.0;4;N;2.0;4;0.0;0;2.0;2019;2
CV-VUT0469269-A;Vivienda 469269-A;ALICANTE/ALACANT;TORREVIEJA;03180;UR LOMAS MAR ALTAS, 2, Pl:01 Pt:67;;2018-07-04;5893701YH0059S0077PH;;N;45.0;2;N;1.0;2;0.0;0;1.0;2018;7
CV-VUT0469388-A;Vivienda 469388-A;ALICANTE/ALACANT;TORREVIEJA;03188;AV ALEMANIA-MATA, 88, Es:1 Pl:00 Pt:08;;2018-07-09;6011407YH0161S0009XE;;N;65.0;6;N;3.0;6;0.0;0;3.0;2018;7
CV-VUT0472957-A;Vivienda 472957-A;ALICANTE/ALACANT;TORREVIEJA;03185;UR ALTOS LOS, 4, Es:T Pl:00 Pt:C5;;2019-01-07;0235101YH0003N0109QE;;N;51.0;4;N;2.0;4;0.0;0;2.0;2019;1
CV-VUT0472970-A;Vivienda 472970-A;ALICANTE/ALACANT;TORREVIEJA;03180;CL MAESTRO PARADA, 8, Es:1 Pl:03 Pt:B;;2019-01-07;5059401YH0055N0012BI;;N;40.0;4;N;2.0;4;0.0;0;2.0;2019;1
CV-VUT0475699-A;Vivienda 475699-A;ALICANTE/ALACANT;TORREVIEJA;03180;AV HOLANDA, 47, Es:C Pl:01 Pt:01;;2019-05-09;5605908YH0150N0173ZB;;N;59.0;6;N;3.0;6;0.0;0;3.0;2019;5
CV-VUT0477292-A;Vivienda 477292-A;ALICANTE/ALACANT;TORREVIEJA;03180;AV DOCTOR MARIANO RUIZ CANOV, 4, Es:I Pl:03 Pt:E;;2019-07-05;5365425YH0056N0073OX;;N;35.0;2;N;1.0;2;0.0;0;1.0;2019;7
CV-VUT0473047-A;Vivienda 473047-A;ALICANTE/ALACANT;TORREVIEJA;03185;AV OLAS DE LAS, 27, Es:2 Pl:01 Pt:10;;2019-01-09;1626701YH0012N0068FT;;N;92.0;4;N;2.0;4;0.0;0;2.0;2019;1
CV-VUT0474106-A;Vivienda 474106-A;ALICANTE/ALACANT;TORREVIEJA;03180;UR ALTOS LOS, 13, Es:1 Pl:00 Pt:36;;2019-02-26;0534102YH0003S0026SL;;N;50.0;4;N;2.0;4;0.0;0;2.0;2019;2
CV-VUT0467243-A;Vivienda 467243-A;ALICANTE/ALACANT;TORREVIEJA;03188;CL MIMOSAS, 15, Es:2 Pl:00 Pt:A;;2018-05-24;5798701YH0059N0003DQ;;N;57.0;4;N;2.0;4;0.0;0;2.0;2018;5
CV-VUT0467734-A;Vivienda 467734-A;ALICANTE/ALACANT;TORREVIEJA;03185;UR PUNTA PRIMA, 6A, Bloque:1 Es:8 Pl:03 Pt:E;;2018-06-02;1225801YH0012N0168WI;;N;82.0;2;N;1.0;2;0.0;0;1.0;2018;6
CV-VUT0476265-A;Vivienda 476265-A;ALICANTE/ALACANT;TORREVIEJA;03180;UR PARQUE MAR 4, 1, Es:3 Pl:03 Pt:02;;2019-05-30;5501402YH0150S0055SD;;N;53.0;2;N;1.0;2;0.0;0;1.0;2019;5
CV-VUT0476266-A;Vivienda 476266-A;ALICANTE/ALACANT;TORREVIEJA;03180;CL MAYOR-MATA, 6, Es:1 Pl:01 Pt:20;;2019-05-30;6014806YH0161S0105BW;;N;76.0;4;N;2.0;4;0.0;0;2.0;2019;5
